3.148,5.977,-0.457,-8.312,-0.355
0.235,1.595,-0.09,-1.147,-0.593
4.129,0.767,-4.373,-0.498,-0.024
0.637,3.161,-2.058,0.303,-2.043
-2.078,-1.596,-1.771,5.811,-0.367
1.218,4.289,-3.061,0.05,-2.496
-0.295,1.069,-0.754,0.252,-0.272
1.333,5.135,-5.524,0.092,-1.036
5.088,1.291,-5.566,-0.456,-0.357
0.275,2.539,-1.874,0.028,-0.968
-11.473,-8.805,-14.482,35.09,-0.329
1.22,1.155,1.114,-3.231,-0.258
0.663,3.713,-3.466,0.438,-1.349
1.433,-0.356,-1.43,1.351,-0.999
-8.096,-5.871,-10.297,24.77,-0.506
1.363,-0.278,-0.874,-0.026,-0.185
-3.368,-2.287,-3.599,9.69,-0.436
1.002,0.37,0.446,-0.598,-1.219
0.13,0.336,0.314,-0.519,-0.261
-0.261,0.664,-0.388,0.517,-0.533
1.418,4.736,-3.77,-1.236,-1.147
-1.392,0.192,-2.066,3.411,-0.145
-0.167,2.425,-3,3.287,-2.544
-0.515,1.773,-2.55,2.411,-1.12
1.933,0.344,-0.256,-1.179,-0.842
0.581,3.338,-2.672,0.884,-2.131
4.206,0.768,-4.593,-0.206,-0.173
1.648,5.074,-3.707,-0.959,-2.056
3.693,0.571,-3.889,0.254,-0.629
0.159,0.648,0.41,-0.409,-0.808
5.492,1.446,-6.543,-0.286,-0.109
0.58,1.015,0.311,-0.221,-1.686
0.863,4.139,-4.018,-0.753,-0.231
2.43,0.222,-1.655,-0.076,-0.922
1.269,4.689,-4.301,-1.575,-0.083
0.23,2.663,-2.394,0.895,-1.395
5.171,1.049,-7.192,1.102,-0.131
0.922,3.403,-1.758,1.292,-3.86
0.901,4.668,-5.844,1.449,-1.175
0.555,3.523,-3.331,-0.304,-0.443
-0.255,0.669,-0.214,-0.068,-0.132
2.034,6.01,-5.639,0.28,-2.685
1.856,5.316,-3.652,2.13,-5.65
3.051,-0.02,-4.232,2.484,-1.283
0.857,5.002,-7.636,3.389,-1.612
1.338,-0.615,-2.011,1.726,-0.438
-5.237,-4.533,-5.053,15.024,-0.201
1.9,0.242,-0.726,-1.069,-0.346
1.36,-0.363,-1.352,0.6,-0.246
3.194,0.582,-2.372,0.774,-2.178
-0.368,-0.244,-0.271,1.47,-0.588
1.279,4.711,-4.238,0.474,-2.227
0.921,4.426,-4.811,0.308,-0.843
0.389,2.575,-1.509,-0.638,-0.818
0.157,1.297,-0.027,0.551,-1.978
0.11,1.092,0.121,0.372,-1.695
1.293,5.227,-6.171,3.095,-3.443
5.681,1.663,-6.278,0.022,-1.088
3.147,0.385,-2.981,-0.388,-0.163
4.448,0.557,-6.756,1.866,-0.115
0.882,0.188,0.358,-0.303,-1.125
3.009,0.525,-2.126,-0.589,-0.819
0.335,3.259,-3.308,0.118,-0.404
1.179,4.338,-3.497,0.567,-2.587
0.636,0.315,0.285,-1.19,-0.046
0.561,1.12,0.624,-2.288,-0.017
2.27,0.749,0.112,0.455,-3.586
0.617,3.463,-2.927,-0.773,-0.38
1.347,3.698,-0.961,-1.467,-2.617
0.192,3.802,-6.049,2.46,-0.405
0.256,1.948,-0.818,-0.869,-0.517
0.629,-0.033,0.08,-0.329,-0.347
1.096,4.722,-5.165,-0.596,-0.056
0.604,0.148,0.409,-0.623,-0.537
-0.432,1.75,-2.126,0.858,-0.05
0.348,4.091,-6.551,2.933,-0.821
0.131,2.781,-2.984,0.098,-0.026
0.171,2.796,-2.762,0.634,-0.839
-0.362,1.208,-0.9,0.909,-0.855
2.266,2.011,2.123,-6.311,-0.089
-3.555,-6.206,-9.071,19.208,-0.377
1.043,4.038,-3.018,-1.326,-0.737
0.459,-0.428,-0.598,0.685,-0.118
4.507,0.979,-5.116,-0.346,-0.025
1.9,0.531,0.041,-0.236,-2.236
1.584,-0.19,-1.083,0.579,-0.89
0.88,4.223,-4.501,0.457,-1.058
0.32,3.311,-3.584,0.199,-0.247
-0.198,2.362,-2.892,0.924,-0.197
1.736,1.472,-1.964,-1.133,-0.11
1.563,1.365,-2.513,0.132,-0.546
1.265,1.914,-2.029,-0.648,-0.502
1.933,1.937,-1.838,-0.298,-1.733
3.322,3.276,-0.295,-5.811,-0.493
1.841,2.126,-1.488,-2.222,-0.258
2.062,1.752,-1.87,-1.562,-0.382
1.101,1.691,-2.625,0.644,-0.812
-2.883,-2.492,-6.144,12.588,-1.069
2.264,1.793,-1.723,-2.072,-0.262
1.531,1.079,-1.946,-0.23,-0.434
0.154,1.39,-3.192,2.341,-0.694
3.058,2.808,-0.958,-4.66,-0.248
1.789,0.323,-3.615,2.079,-0.576
1.926,2.423,-1.406,0.139,-3.081
1.562,2.211,-1.965,0.541,-2.349
2.053,1.466,-2.307,0.65,-1.862
1.118,2.367,-2.532,0.303,-1.256
1.262,1.865,-2.179,-0.946,-0.002
1.024,0.439,-2.951,2.294,-0.805
-1.37,-0.053,-4.937,6.746,-0.385
2.088,1.027,-2.462,-0.275,-0.378
2.747,2.143,-1.253,-2.247,-1.39
1.49,2.054,-2.154,0.39,-1.781
2.439,0.533,-3.491,1.026,-0.506
2.521,1.599,-2.024,-1.246,-0.85
1.263,2.023,-2.039,-0.591,-0.656
1.173,0.886,-2.44,1.197,-0.816
0.977,1.412,-2.686,0.599,-0.302
1.403,1.907,-2.017,-0.329,-0.964
1.794,1.6,-1.941,-1.355,-0.098
1.358,2.068,-2.255,-0.492,-0.68
0.325,1.15,-2.989,1.569,-0.055
0.887,0.996,-2.634,1.196,-0.444
0.765,0.899,-2.839,2.633,-1.457
1.243,1.104,-3.155,0.845,-0.036
1.294,1.183,-2.373,1.138,-1.243
1.325,1.084,-2.219,0.485,-0.675
1.064,1.61,-2.313,0.44,-0.8
1.015,0.973,-2.826,2.712,-1.874
1.29,0.756,-2.866,1.282,-0.461
1.362,2.083,-1.985,-1.166,-0.295
5.441,6.676,1.706,-10.663,-3.159
1.848,1.747,-1.851,0.401,-2.145
2.035,2.423,-1.272,-2.274,-0.912
1.745,0.845,-2.585,0.757,-0.762
1.73,2.003,-1.39,-2.162,-0.182
2.053,3.183,-1.075,-3.701,-0.46
1.346,1.346,-2.259,-0.295,-0.139
0.857,1.521,-2.546,0.312,-0.145
0.45,1.874,-3.394,2.663,-1.593
1.394,1.363,-2.37,0.038,-0.424
2.529,3.42,-1.068,-1.567,-3.313
3.248,3.277,-0.442,-3.745,-2.338
-1.443,-0.563,-5.242,7.249,-0.001
0.283,1.067,-3.597,2.496,-0.25
2.34,0.914,-3.02,0.339,-0.573
2.429,0.741,-3.444,0.904,-0.63
0.612,0.834,-2.746,1.403,-0.103
1.692,1.165,-2.451,0.805,-1.211
1.65,1.69,-2.365,0.054,-1.029
0.628,0.9,-3.347,2.493,-0.674
1.418,1.386,-2.435,-0.302,-0.068
1.297,0.632,-2.57,2.23,-1.59
1.583,1.106,-2.68,0.042,-0.05
-1.582,-0.304,-4.885,9.323,-2.552
5.797,4.387,0.836,-9.77,-1.251
1.064,1.977,-2.787,1.803,-2.057
1.692,1.222,-2.773,0.407,-0.547
1.632,0.93,-2.944,0.791,-0.409
1.68,1.03,-2.27,-0.294,-0.146
1.45,0.512,-3.11,1.61,-0.461
1.464,1.81,-2.273,-0.439,-0.562
-0.566,-0.514,-4.493,6.446,-0.873
1.609,1.343,-2.396,-0.55,-0.006
2.332,2.589,-1.301,-1.803,-1.817
4.067,2.776,-0.789,-5.395,-0.659
1.155,2.243,-2.554,-0.802,-0.041
2.032,2.632,-1.325,-3.112,-0.228
0.514,1.388,-2.727,1.942,-1.117
0.564,1.44,-3.19,1.23,-0.045
0.9,1.735,-2.241,-0.345,-0.049
2.581,1.906,-1.301,-1.873,-1.314
-0.149,-0.447,-3.698,4.528,-0.235
1.206,1.943,-2.404,0.684,-1.429
1.391,0.98,-2.136,0.281,-0.516
1.539,1.725,-1.66,-0.865,-0.739
5.778,6.49,2.078,-11.828,-2.518
2.426,1.41,-2.064,0.366,-2.137
1.381,1.669,-2.124,-0.206,-0.72
1.465,1.7,-2.031,0.939,-2.073
1.991,1.408,-2.179,-1.046,-0.173
0.837,0.682,-3.111,4.588,-2.996
0.036,-0.888,-4.351,5.329,-0.126
2.872,3.198,-1.075,-3.107,-1.888
2.726,0.967,-2.808,1.283,-2.168
2.168,3.63,-1.302,-1.799,-2.697
1.174,1.134,-2.497,0.605,-0.415
1.582,0.791,-2.141,-0.058,-0.174
-0.133,1.831,-4.304,3.233,-0.627
1.77,1.165,-2.234,-0.673,-0.028
1.702,1.283,-1.804,-0.792,-0.39
2.504,2.191,-0.947,-2.5,-1.248
2.255,0.857,-2.456,3.017,-3.673
0.946,1.131,-2.868,0.956,-0.165
1.814,1.068,-2.545,-0.131,-0.205
4.125,4.189,0.764,-8.472,-0.605
1.256,1.891,-1.9,-0.2,-1.047
2.034,1.322,-2.204,-0.066,-1.085
0.845,2.036,-2.266,-0.139,-0.476
1.313,1.251,-2.187,0.625,-1.002
1.486,0.622,-2.885,1.84,-1.063
1.596,1.011,-2.295,0.294,-0.606
2.013,1.516,-2.231,0.844,-2.142
1.186,1.514,-2.319,-0.375,-0.007
1.469,1.263,-2.163,0.267,-0.836
1.701,1.07,-2.378,-0.39,-0.003
1.207,2.314,-2.293,-0.399,-0.829
1.463,1.05,-2.792,0.522,-0.243
1.707,1.475,-2.461,0.416,-1.137
1.936,1.603,-2.017,-1.261,-0.262
-0.035,0.858,-3.764,5.737,-2.795
0.776,1.018,-2.613,1.068,-0.249
2.502,2.139,-1.886,-0.72,-2.036
1.212,1.756,-2.303,-0.659,-0.006
0.567,2.127,-3.056,1.636,-1.274
0.581,0.647,-2.795,1.869,-0.302
1.182,0.627,-2.414,1.048,-0.443
2.372,2.699,-1.055,-2.993,-1.022
-0.28,0.019,-4.177,4.523,-0.085
1.427,1.315,-2.199,0.725,-1.268
1.382,1.767,-2.007,0.567,-1.708
-0.288,0.092,-3.81,4.306,-0.299
2.36,1.253,-2.397,0.468,-1.684
2.814,2.372,-3.06,-0.369,-1.757
1.742,2.063,-3.556,0.036,-0.284
2.534,2.315,-2.761,-0.817,-1.271
2.691,2.647,-2.882,0.194,-2.649
1.762,1.507,-3.521,0.595,-0.344
2.514,2.624,-3.308,-1.118,-0.711
2.87,2.841,-4.773,0.012,-0.949
-3.733,-3.805,-10.582,19.137,-1.018
2.358,2.791,-4.584,-0.008,-0.558
2.236,2.728,-3.126,-0.684,-1.154
2.371,2.403,-4.315,-0.164,-0.295
3.106,3.602,-6.017,0.941,-1.632
3.589,4.172,-6.083,0.021,-1.698
4.509,4.612,-1.549,-7.227,-0.344
3.584,3.045,-6.07,0.541,-1.1
2.926,2.946,-4.404,0.052,-1.519
0.766,0.625,-5.105,4.222,-0.508
3.806,3.404,-6.41,-0.462,-0.338
10.328,10.765,3.667,-23.347,-1.414
3.712,3.522,-2.093,-4.899,-0.243
2.219,2.099,-3.188,-1.084,-0.047
2.878,2.877,-5.677,0.461,-0.539
2.581,2.507,-3.921,-0.667,-0.499
3.329,3.038,-5.684,-0.648,-0.034
3.739,3.995,-5.753,-0.151,-1.831
2.484,2.059,-3.769,0.582,-1.356
2.651,2.26,-4.154,-0.611,-0.146
3.761,3.734,-1.634,1.372,-7.233
0.487,0.49,-4.667,3.955,-0.264
2.098,1.969,-3.812,0.828,-1.084
2.228,2.251,-4.281,0.011,-0.209
1.448,1.148,-4.226,1.962,-0.332
2.625,2.602,-3.171,-1.074,-0.981
3.06,2.419,-3.109,0.714,-3.084
4.565,4.622,-6.394,-1.76,-1.033
2.904,2.923,-2.339,-1.235,-2.253
1.275,0.915,-4.626,3.054,-0.618
4.794,4.452,-7.796,-1.123,-0.327
0.939,1.016,-6.148,6.033,-1.839
1.545,1.831,-4.15,0.995,-0.222
2.688,2.244,-4.026,0.98,-1.887
2.449,2.744,-5.153,0.556,-0.596
1.685,1.816,-16.469,13.384,-0.416
2.317,1.927,-3.254,-0.408,-0.582
3.056,2.627,-4.871,0.499,-1.312
2.914,3.126,-4.156,-1.29,-0.594
2.563,2.591,-3.973,-0.687,-0.494
1.416,1.611,-4.683,2.679,-1.023
2.841,2.215,-3.477,-0.404,-1.175
2.88,3.218,-4.333,-1.556,-0.209
5.201,5.308,-9.36,0.146,-1.295
2.636,2.138,-3.156,-0.017,-1.601
2.065,2.458,-3.037,-1.26,-0.226
0.687,0.656,-4.532,3.311,-0.121
3.266,2.903,-6.588,1.035,-0.615
5.944,5.895,-9.766,0.118,-2.192
2.22,2.223,-4.799,0.435,-0.079
2.201,1.927,-3.362,-0.1,-0.666
4.115,3.706,-6.572,0.265,-1.513
5.151,4.493,-7.904,-1.017,-0.723
1.87,2.214,-3.23,-0.041,-0.812
29.796,29.899,23.263,-82.578,-0.381
3.344,3.494,-6.995,0.796,-0.64
1.972,2.028,-3.922,-0.019,-0.059
2.017,2.155,-3.583,0.966,-1.555
2.833,3.067,-5.409,0.394,-0.886
