3.51,0.572,-3.326,-0.114,0.546,0.833,0.9,0.671,-1.856,0.846,-0.541,-0.21,0.788,0.55,-0.611,-0.817,-1.295,-1.024,0.793,-0.217
2.049,0.189,-0.961,-0.216,0.727,1.104,-0.755,-0.755,-0.215,-2.251,-0.422,2.739,-1.2,-0.042,-0.008,-1.047,0.111,-0.52,1.566,-0.093
3.669,0.117,-5.818,1.146,1.166,0.475,0.343,-0.116,0.359,1.746,0.449,-1.386,0.046,0.028,0.29,-1.335,-0.242,-0.783,0.646,-0.798
2.061,-0.295,-2.543,0.992,0.973,-0.309,-0.84,-1.628,1.113,-0.12,1.805,-0.219,0.389,1.403,-1.462,-1.401,0.854,0.629,-0.948,-0.454
5.295,1.111,-7.565,-0.104,0.275,-0.036,-0.594,0.161,-0.587,1.171,-1.047,0.945,-0.307,-1.283,1.202,0.789,-0.319,1.464,0.187,-0.759
1.167,0.166,-0.017,-0.598,0.53,0.426,0.815,0.185,-1.204,-0.85,-1.724,-1.49,-1.105,-0.455,0.472,1.102,-0.275,1.924,1.022,-0.091
0.475,0.755,0.485,-0.386,-1.045,0.225,0.442,1.456,-0.411,0.108,-1.375,-1.214,1.316,0.699,1.168,-0.518,-1.565,0.101,-0.702,-0.015
0.87,3.999,-3.569,-1.077,-0.23,-0.803,0.108,-1.807,1.127,-0.851,-1.42,-0.621,0.435,0.243,-0.141,1.906,-1.024,-0.566,3.602,-0.179
4.162,0.777,-4.538,1.194,-1.025,-1.383,-0.233,2.291,0.288,0.389,-0.653,0.068,0.286,-0.045,0.207,-0.943,1.101,-1.108,0.546,-1.381
1.411,0.201,-0.208,-2.296,0.581,-0.666,-1.489,1.53,-0.146,-0.584,1.19,-0.351,0.602,-1.31,0.854,-0.019,0.46,-0.086,0.657,-0.332
2.035,-0.413,-2.813,-0.715,0.585,-1.573,0.872,1.718,1.536,0.065,-1.759,0.037,-0.013,-0.969,-0.016,0.454,-1.125,0.179,2.508,-0.594
4.87,1.129,-5.773,-0.316,-0.474,-1.031,1.505,1.921,-0.726,0.306,0.385,-0.663,-0.479,0.757,-0.168,0.528,-0.101,0.197,-1.339,-0.528
-0.702,0.5,-1.134,0.244,0.263,-0.249,0.6,0.22,2.463,-0.301,-0.639,-1.453,-0.486,0.599,0.276,-0.071,-0.028,-1.462,2.203,-0.843
2.228,-1.125,-6.379,-2.01,-0.284,1.028,-0.623,-0.364,-1.771,-0.903,-0.743,-0.453,0.277,-2.517,-2.873,-0.007,-0.966,-0.143,17.961,-0.335
5.004,1.044,-6.71,0.387,2.186,1.054,1.624,1.374,-0.152,0.4,-0.309,1.458,-1.158,1.316,0.011,-0.994,-1.451,-0.832,-2.809,-1.441
1.687,5.248,-4.305,-1.591,-0.539,-0.396,0.441,1.206,0.005,-0.051,-0.522,0.371,-1.141,-1.457,1.306,-0.39,-0.11,-1.732,2.102,-0.131
0.942,4.138,-3.702,-0.39,1.061,0.705,-1.194,-0.034,1.048,-0.474,0.378,0.91,-1.059,0.984,0.271,1.256,-0.517,-0.719,1.653,-5.254
2.918,-0.428,-5.632,-0.467,1.332,-0.503,0.195,-0.04,0.149,-1.195,1.37,0.698,2.214,-3.17,-0.353,1.418,0.348,0.977,0.181,-0.012
-0.201,1.132,-0.715,-1.135,1.326,-0.301,-1.667,-0.081,-2.349,2.21,-0.253,-0.221,0.377,2.307,-1.15,1.124,0.077,0.742,-0.883,-0.34
-0.454,1.542,-1.829,0.864,0.337,-0.61,0.394,-1.094,-2.671,1.376,0.911,-0.219,1.762,-0.417,-0.294,0.381,-0.654,0.317,0.436,-0.076
1.491,5.585,-6.789,0.912,-0.225,-0.091,-0.601,0.602,-1.03,1.752,-0.845,0.612,-0.828,2.053,0.283,-0.021,-0.511,-0.167,-0.229,-1.954
1.022,4.531,-4.726,-1.003,1.115,0.458,1.025,0.067,-0.851,0.638,-0.466,-0.805,-0.093,-0.604,-0.081,0.737,0.278,-0.286,-0.491,-0.465
0.439,-0.366,-0.551,-0.353,-2.347,1.725,1.205,0.517,-1.859,-0.107,-0.379,-0.701,1.042,0.978,0.066,0.717,1.266,0.001,0.132,-1.424
0.621,-0.328,-0.191,-1.406,-1.193,-0.119,1.694,-0.957,0.571,0.371,0.836,-1.385,1.173,1.349,0.612,0.677,0.62,-0.657,-2.132,-0.156
-0.169,1.904,-1.554,-0.503,0.243,1.951,-0.58,1.206,-0.179,-0.416,-0.319,-2.588,-1.554,-0.28,-0.734,-1.168,-1.231,0.502,7.021,-1.552
4.621,1.219,-4.4,0.033,1.242,0.446,-0.555,-0.254,-1.684,-0.622,-0.444,0.221,-0.219,-0.169,1.434,0.051,0.884,0.981,0.023,-2.809
0.136,2.56,-2.287,-0.742,-0.541,-0.252,0.16,-0.11,-1.486,0.62,0.614,-0.389,-0.333,-0.362,1.789,-1.553,0.602,0.831,3.243,-2.501
0.368,-0.96,-1.427,-0.718,2.024,1.818,-1.199,-0.926,-0.398,0.243,-0.329,-0.089,-1.459,-0.155,-0.002,-0.522,0.355,1.821,1.569,-0.014
0.71,1.444,0.596,0.014,1.194,1.075,1.199,-1.33,0.113,0.494,-0.851,0.185,-1.642,-0.1,-1.232,0.39,0.827,-0.163,-2.351,-0.571
-0.295,1.994,-2.475,1.109,-0.049,-0.577,-1.115,0.069,-0.777,1.357,0.984,0.113,0.916,0.705,-0.312,-0.509,2.103,-0.09,0.163,-3.312
2.463,-0.286,-3.312,0.001,-0.182,-1.19,1.508,0.772,1.488,0.636,0.34,0.051,0.081,1.175,-1.166,0.361,0.271,-0.457,-2.393,-0.16
1.52,5.248,-5.184,-0.657,-1.569,1.061,-1.286,1.03,0.911,0.535,-1.511,0.517,-0.356,-1.408,1.239,0.455,-0.629,-0.288,1.709,-1.334
1.999,-0.377,-2.838,0.384,-0.085,-1.016,-1.859,-0.01,0.111,-0.662,0.477,0.024,1.865,1.05,0.779,0.897,-0.251,0.527,-0.089,-0.926
-0.405,-0.563,-0.414,-0.491,0.426,-0.285,0.616,2.164,-0.031,1.11,-1.179,0.458,0.126,-0.092,-0.283,-1.073,-0.794,1.263,1.687,-2.24
0.36,2.08,-0.515,0.07,0.281,-1.055,-1.843,1.246,-0.868,0.934,-0.324,0.955,0.64,-0.837,-1.502,2.113,-0.928,0.033,-0.434,-0.408
1.322,-0.091,-0.627,-0.976,-0.474,-0.325,-0.533,-0.404,0.493,0.944,-0.301,0.267,-0.276,-0.026,-0.282,0.875,0.564,1.237,-1.331,-0.057
1.306,-0.84,-2.596,0.799,-1.357,-0.012,-1.174,-0.336,-0.892,0.987,0.715,1.394,-1.261,0.516,0.423,-0.196,0.157,2.503,0.836,-0.971
1.549,-0.283,-1.403,0.646,0.796,-0.474,-0.363,-0.912,1.311,1.194,-0.104,-0.237,0.668,-2.078,-0.03,0.383,-0.35,-0.028,0.482,-0.767
