-0.307,1.68,-1.667,-1.06,-1.416,0.586,-0.414,1.005,-1.432,-0.752,-1.092,-0.047,1.643,-0.977,0.964,0.046,-0.441,-1.101,4.948,-0.166
-0.813,1.628,-3.296,0.694,0.637,1.155,1.165,-0.471,1.94,0.247,0.694,0.469,0.529,-0.791,-0.227,-0.76,1.636,-0.598,-2.157,-1.68
0.046,2.187,-1.688,1.842,-0.512,-1.382,-0.409,-1.762,0.108,1.95,-0.222,0.922,0.307,-1.671,1.372,-0.281,-0.143,1.104,-1.733,-0.032
-0.115,1.028,-0.474,0.551,0.605,-0.274,0.171,-1.453,0.475,0.112,-0.651,-1.327,0.338,-0.259,0.743,3.005,-1.532,-1.238,1.101,-0.807
4.254,0.494,-6.251,-0.953,-1.398,0.393,2.76,-1.373,0.177,-0.323,-0.377,0.633,-1.051,0.409,-0.45,1.574,1.629,0.208,0.415,-0.769
-0.051,2.903,-3.804,-0.515,-0.509,-0.15,1.174,-1.08,1.567,1.075,-0.317,0.332,0.586,0.292,-0.745,0.59,-0.334,-0.45,-0.29,-0.274
1.525,-0.22,-1.339,-1.342,0.177,1.486,-0.925,0.769,-1.075,0.288,0.992,0.346,2.065,-1.339,-0.905,-0.294,2.399,0.17,-1.439,-1.337
-0.816,-2.993,-4.902,-3.482,-2.881,-4.201,-2.677,-3.44,-3.863,-2.295,-3.048,-3.33,-5.049,-4.459,-2.441,-5.317,-3.842,-4.589,64.532,-0.907
1.352,0.688,0.624,0.187,-0.32,1.299,1.295,-1.586,0.159,-1.088,0.074,-0.721,-0.027,-0.952,1.107,0.624,0.107,-0.294,-0.328,-2.2
1.203,0.444,0.613,0.108,-0.239,-0.824,-1.468,-0.722,-0.458,0.412,-0.704,-0.26,1.307,1.868,-0.201,0.388,0.457,1.261,-0.993,-2.191
2.873,0.05,-3.403,1.771,0.349,0.115,0.719,-1.172,-0.339,-0.112,-0.381,0.102,0.362,1.099,-0.842,1.105,0.692,0.826,-2.377,-1.434
-0.46,1.549,-1.868,-1.043,0.196,0.208,1.064,-0.199,0.91,-0.718,1.283,2.157,1.243,-0.108,2.346,1.452,2.197,2.428,-12.322,-0.315
-0.341,-0.166,-0.345,0.584,0.37,-0.722,0.825,-0.732,-0.986,-1.383,0.223,-0.462,1.453,-0.267,0.957,1.012,2.469,0.708,-2.964,-0.234
1.448,-0.443,-1.624,-0.908,0.792,0.266,-0.825,2.802,1.183,-0.546,0.106,-0.209,-0.678,0.976,-0.322,0.067,1.047,0.102,-0.584,-2.651
7.243,3.024,-5.675,0.476,1.993,2.355,2.278,1.23,2.369,1.965,3.983,1.138,3.239,3.114,2.323,1.499,1.784,2.483,-36.497,-0.326
0.913,0.392,0.443,-0.64,-1.314,0.424,0.542,0.288,-0.222,1.016,0.578,-1.166,-0.383,-1.376,0.615,-0.284,0.83,-0.557,0.011,-0.11
3.386,0.588,-2.772,0.388,0.6,-0.396,-0.466,0.853,-1.624,-0.801,0.255,-0.979,-0.676,1.678,-1.307,-0.697,1.746,0.552,1.03,-1.358
0.846,3.062,-1.233,-0.681,0.148,-0.017,-0.064,0.56,0.906,1.669,1.16,1.258,0.318,-0.144,-0.849,-0.218,-1.158,0.399,-0.857,-5.105
3.505,0.36,-4.297,0.89,-0.666,0.858,-2.129,-0.551,1.415,-1.358,0.94,1.239,-0.005,0.119,-0.531,1.051,-0.074,0.915,-0.076,-1.604
1.347,5.13,-5.472,2.008,-0.498,-0.286,1.356,-0.325,0.328,-0.291,0.236,-0.039,0.223,-0.281,0.337,1.068,-1.358,-0.297,-2.325,-0.861
2.467,0.223,-1.548,1.77,-1.476,-0.614,-0.312,-0.47,-0.356,-0.747,-0.448,1.425,-0.604,1.628,-0.081,-0.689,0.967,0.696,0.369,-2.199
1,4.552,-4.965,-1.328,-0.621,1.62,-1.432,0.338,0.811,-0.407,-0.692,-0.928,-1.093,0.763,0.45,-0.217,1.131,0.826,1.19,-0.998
-0.093,-0.383,-0.276,0.782,0.034,-0.457,-1.206,1.007,1.134,2.193,0.658,0.301,-1.638,-1.591,-0.02,1.421,0.523,-0.96,-1.247,-0.184
5.666,1.605,-6.282,-0.046,-1.052,0.552,-0.963,-0.471,-0.08,-1.441,-0.992,1.576,1.291,-0.048,0.341,-0.721,-1.184,0.509,2.397,-0.66
0.501,-0.727,-0.981,-0.038,-0.596,-0.237,0.919,0.937,-0.784,0.874,0.706,0.285,0.036,0.669,-2.139,1.201,1.413,-0.92,-0.741,-0.379
1.242,-0.615,-1.921,-1.063,0.884,-1.545,1.282,0.671,-0.054,0.936,-1.108,0.008,-1.153,1.491,0.01,-0.569,-0.33,-0.892,2.866,-0.14
6.019,1.777,-6.97,-1.272,0.309,1.348,0.845,-0.094,-0.679,-0.362,-0.938,1.038,-0.367,-0.466,1.193,-0.835,-0.625,0.354,0.695,-0.968
-0.77,1.246,-2.453,1.084,0.795,-0.592,0.241,-0.397,-0.725,0.279,1.044,-0.165,-0.228,-0.125,-0.398,2.142,0.478,2.342,-3.293,-0.506
-0.152,-0.419,-0.227,1.316,0.874,1.121,0.126,-0.05,-1.397,0.11,-0.452,1.842,0.931,1.21,-0.673,-1.955,-0.497,-0.105,-1.174,-0.43
