0.081,0.411,0.182,0.836,-1.427,0.691,-1.376,0.097,3.021,-2.516
1.218,0.048,-0.127,-0.434,0.612,0.241,-0.048,1.791,-1.992,-1.309
0.53,3.947,-4.971,0.92,-0.188,0.5,1.108,0.149,0.416,-2.411
0.034,1.585,-0.655,-0.689,0.295,-0.338,0.602,-0.028,0.032,-0.837
0.387,-0.256,-0.111,0.866,-0.961,1.451,0.891,1.044,-0.55,-2.759
1.622,0.235,-0.141,-1.425,-0.22,1.635,-1.398,1.265,-0.514,-1.059
2.83,0.358,-2.444,1.189,0.363,-0.668,1.059,-0.873,-0.288,-1.524
-0.253,2.986,-4.941,1.216,-1.177,1.999,1.596,0.711,-0.983,-1.156
0.561,2.842,-1.554,-1.105,-0.777,1.788,0.905,-1.378,-0.528,-0.753
-0.878,0.39,-1.203,-1.376,-1.136,-1.232,1.367,-0.23,4.513,-0.215
0.211,0.564,0.436,1.515,-0.537,0.409,-0.14,0.188,-0.236,-2.409
1.211,4.841,-4.874,1.775,0.069,0.766,-1.116,-0.425,-0.373,-1.874
1.44,3.617,-0.193,1.622,1.066,0.625,0.084,0.187,-6.736,-1.712
0.532,0.377,0.612,-0.303,0.816,1.036,-1.515,-1.051,0.202,-0.706
0.167,0.156,0.345,0.508,-0.732,-0.549,0.475,-0.203,-0.146,-0.023
1.268,-0.213,-0.899,0.059,0.513,1.211,-0.4,-0.486,-0.24,-0.813
8.052,10.601,5.375,7.843,8.891,6.14,9.203,6.476,-62.335,-0.247
-1.972,-2.167,-2.338,-2.774,-2.364,-3.638,-2.114,-2.86,20.867,-0.642
0.334,2.481,-1.493,1.799,0.753,-0.395,0.708,-1.025,-2.636,-0.525
0.523,2.546,-1.175,-2.237,0.915,-0.581,1.032,-0.175,-0.223,-0.626
2.404,-0.152,-2.936,1.31,0.882,-1.108,-0.385,0.996,-0.108,-0.903
-0.109,0.691,-0.205,1.697,1.138,-0.039,0.645,-0.052,-0.755,-3.01
-1.152,0.831,-2.626,-0.711,0.261,-1.408,-0.478,0.847,4.961,-0.523
0.64,4.457,-6.323,-0.305,-0.267,2.514,-0.216,-0.475,0.195,-0.219
2.231,-0.415,-3.493,-0.791,0.987,0.363,-0.461,1.067,2.441,-1.931
-0.4,0.347,-0.367,0.166,1.48,-0.866,-0.131,0.382,0.706,-1.317
0.657,-0.102,-0.202,0.245,1.826,0.637,1.671,-0.049,-4.399,-0.283
1.23,5.151,-6.126,0.332,0.122,0.105,0.023,0.919,-1.729,-0.027
-0.308,1.496,-1.523,-0.985,-0.442,-0.917,0.863,1.295,0.833,-0.313
-0.472,-0.42,-0.41,-0.255,-0.261,-0.281,-0.816,-0.309,3.89,-0.667
-1.248,0.519,-2.167,-0.673,-0.443,-0.034,1.716,0.304,4.498,-2.471
5.687,1.783,-5.361,2.61,-1.442,1.861,-2.1,-0.786,-0.313,-1.94
-0.337,-1.436,-1.824,0.833,0.402,1.967,-0.352,1.067,0.697,-1.018
1.774,-0.427,-2.356,0.117,-1.226,-0.221,1.251,1.344,-0.208,-0.049
-0.07,2.259,-2.219,1.071,0.363,-0.269,0.195,1.002,-2.003,-0.328
4.4,0.746,-5.691,1.857,0.682,1.042,3.143,-0.65,-2.566,-2.961
2.73,-0.477,-5.18,1.056,1.101,-0.763,-0.579,-1.225,4.375,-1.036
4.269,0.774,-4.801,-0.753,0.045,-0.952,2.211,0.904,-0.004,-1.693
-0.345,0.586,-0.15,-0.092,-0.718,-0.582,0.238,1.497,-0.391,-0.043
-0.949,0.148,-1.112,-1.088,0.822,2.064,0.113,-0.412,0.594,-0.183
-1.059,0.704,-2.043,1.099,0.669,0.101,0.321,1.525,-0.367,-0.949
0.381,-0.823,-0.979,0.282,-0.419,-0.6,0.547,-0.071,2.081,-0.4
0.142,1.075,0.024,0.517,-0.595,0.112,-0.524,0.833,0.01,-1.593
0.933,4.888,-6.634,0.525,0.689,-0.618,-0.923,0.262,2.225,-1.347
0.125,-0.587,-0.643,-0.533,-0.265,-0.179,1.403,-0.523,1.328,-0.127
3.048,0.382,-2.798,0.83,0.225,-0.327,0.325,-0.405,-0.41,-0.871
0.768,0.154,0.307,-1.229,0.236,0.883,1.433,0.057,-1.321,-1.287
0.575,2.814,-1.27,0.099,-0.42,-0.373,1.03,2.085,-3.753,-0.787
1.374,4.653,-3.586,1.229,-0.825,0.6,-0.361,-0.247,-0.335,-2.502
3.091,0.32,-3.17,-0.411,-0.286,0.142,1.714,0.604,-0.028,-1.976
3.234,-0.499,-6.955,-0.931,-1.742,-4.188,-2.525,-3.131,17.123,-0.387
0.648,4.63,-6.97,-1.801,-0.584,-0.089,-0.008,-1.01,5.395,-0.211
2.204,6.098,-5.045,-0.123,-0.207,-1.914,0.08,0.627,-0.848,-0.871
4.517,1.341,-3.294,1.271,0.334,0.283,-0.757,-1.664,0.495,-2.527
-0.042,1.211,-0.67,0.45,0.034,-0.018,0.024,-0.341,-0.189,-0.458
0.427,2.06,-0.334,-2.322,-1.661,-0.918,0.384,0.777,2.126,-0.539
3.558,0.408,-4.04,-0.12,-0.466,1.423,-0.85,0.048,0.393,-0.354
3.911,0.321,-5.566,0.703,0.284,-2.103,0.293,0.765,1.796,-0.405
0.56,0.643,0.725,0.246,1.077,-1.761,-1.261,1.492,0.581,-2.301
1.766,1.223,-2.121,0.231,0.457,0.446,-0.922,-0.091,-0.015,-0.974
0.419,0.946,-3.107,2.314,0.354,1.224,-0.111,0.028,-0.485,-1.583
1.268,1.612,-2.104,-0.12,-0.039,1.366,0.016,-0.573,-0.425,-1.002
1.209,1.459,-2.276,-1.158,-1.115,0.359,0.045,-1.823,3.765,-0.464
1.514,1.558,-2.725,0.574,-0.211,0.885,2.222,0.088,-3.291,-0.613
3.104,1.959,-1.759,-0.35,-0.087,0.212,-0.885,0.306,-1.243,-1.257
1.11,0.229,-3.596,-0.898,-0.486,-0.27,-0.735,-0.757,5.636,-0.233
2.129,0.709,-3.009,-1.304,-0.3,3.667,1.148,-0.491,-2.033,-0.516
1.509,2.82,-2.03,0.804,-0.174,1.714,1.305,1.886,-7.533,-0.299
0.772,1.099,-2.94,-0.467,0.967,0.35,1.029,1.074,-1.494,-0.39
1.866,1.129,-2.013,0.917,-0.708,-0.774,0.038,1.153,-0.248,-1.361
2.17,2.385,-1.774,-0.122,-1.99,0.889,1.128,-0.601,-0.187,-1.898
0.636,0.411,-3.115,-0.242,-0.13,0.743,2.701,-0.59,0.354,-0.767
-3.565,-3.107,-6.347,-6.72,-6.043,-6.568,-5.209,-3.627,41.288,-0.102
0.718,2.039,-2.724,0.511,-0.941,-1.138,1.699,-0.748,0.835,-0.25
0.38,1.233,-3.034,0.253,-0.403,1.241,0.189,1.22,0.104,-1.181
1.843,0.502,-3.65,0.467,0.52,-0.229,0.883,-0.13,0.15,-0.356
0.74,0.925,-2.835,-0.519,1.101,2.039,-0.417,-0.979,0.285,-0.341
2.228,0.964,-2.302,-0.709,-0.461,-1.004,-0.221,0.624,1.947,-1.065
2.362,1.749,-1.686,-0.831,0.386,2.609,-0.776,-0.058,-2.37,-1.386
1.349,0.852,-2.444,-0.881,0.864,0.809,0.217,0.449,-0.113,-1.102
0.958,-0.19,-3.389,1.737,1.585,-0.681,1.901,-1.024,0.018,-0.915
1.116,2.24,-2.297,-0.471,1.11,1.568,0.546,-0.151,0.169,-3.829
1.835,2.266,-1.237,-0.819,-0.457,-0.167,-0.886,-0.549,0.245,-0.232
0.999,1.22,-3.24,-0.708,0.696,-1,-0.168,1.558,1.23,-0.586
0.334,0.986,-3.239,3.065,0.438,1.076,-0.138,0.84,-3.227,-0.135
1.378,1.559,-2.371,-0.316,-0.579,-0.388,-0.067,1.866,-0.585,-0.498
0.682,2.155,-2.771,0.73,2.88,0.019,0.275,0.794,-3.3,-1.464
0.865,1.867,-2.994,-0.047,-0.392,0.479,-0.55,0.141,1.152,-0.52
1.645,1.213,-2.442,1.185,0.354,0.15,0.678,0.788,-1.95,-1.62
0.603,0.432,-2.938,-0.041,1.583,1.206,1.072,0.641,-2.365,-0.193
1.658,0.736,-2.763,-0.292,0.723,-0.337,1.654,0.539,-1.12,-0.799
0.174,0.41,-3.305,0.645,0.035,0.604,0.48,1.229,0.416,-0.688
1.013,1.284,-2.868,-0.379,0.529,-0.192,-0.709,0.581,3.279,-2.538
4.324,4.622,0.806,3.878,4.025,3.926,1.564,3.923,-25.848,-1.221
1.122,1.8,-2.648,-0.397,0.084,0.965,0.01,-0.192,-0.466,-0.276
0.604,0.428,-3.348,0.65,-1.339,-2.572,0.718,-2.23,8.102,-1.014
3.937,4.771,0.498,1.79,2.892,2.553,2.072,3.296,-19.824,-1.985
1.314,0.964,-2.568,-0.158,0.546,-1.635,0.994,2.113,-0.258,-1.312
0.223,0.349,-3.183,2.827,-0.693,0.095,0.103,0.329,0.177,-0.228
1.265,0.718,-2.671,0.872,-1.078,0.758,-0.457,0.975,0.554,-0.936
1.795,0.913,-2.264,0.385,0.366,0.735,-0.242,-0.301,-0.718,-0.669
1.595,1.889,-1.86,0.134,-0.527,0.162,0.017,0.285,-0.638,-1.056
1.6,1.904,-1.867,-0.135,0.4,-2.037,0.328,-0.513,1.129,-0.81
2.705,2.738,-0.899,-0.303,1.356,1.431,2.014,-0.163,-6.935,-1.945
1.182,1.648,-2.951,0.684,1.162,-0.956,-0.932,0.235,0.405,-0.475
1.717,0.583,-3.032,-1.246,0.774,0.206,0.509,2.196,-0.871,-0.837
0.788,0.833,-2.503,1.42,-0.72,-1.129,1.321,0.709,-0.422,-0.297
1.355,0.741,-2.993,0.164,-0.821,0.751,-0.267,-0.493,1.66,-0.095
1.192,0.925,-2.572,0.587,1.544,-0.496,0.819,0.391,-2.161,-0.229
1.577,0.576,-3.311,-0.636,1.821,-0.085,-0.116,0.015,0.745,-0.588
0.896,1.043,-2.726,1.194,-0.558,1.031,-1.069,0.986,0.055,-0.852
