1.411,1.85,1.502,-2.966,-1.237,0.502,-0.461,-0.577,0.481,-0.504
0.455,0.155,0.355,0.119,0.252,0.66,-0.113,-0.386,0.511,-2.007
0.853,4.886,-7.094,-0.207,-0.138,-0.768,-0.891,-1.213,4.824,-0.252
-0.414,-0.787,-0.904,0.544,0.164,0.432,0.377,-1.607,2.844,-0.648
5.54,1.385,-6.945,-1.238,0.29,1.094,-0.866,0.319,1.055,-0.635
1.208,4.322,-3.125,0.223,-1.194,0.093,0.584,-1.477,0.621,-1.255
2.008,2.399,2.085,1.026,2.654,0.487,1.565,0.945,-13.031,-0.14
1.454,-0.14,-0.942,0.854,0.178,-0.891,-0.008,-0.921,2.356,-1.94
0.894,-0.556,-1.149,1.369,0.688,1.302,-1.354,-0.898,0.314,-0.609
0.434,2.818,-1.832,-0.361,0.307,0.345,0.437,-1.155,-0.024,-0.969
0.75,3.501,-2.465,0.036,0.23,0.057,0.971,-1.981,-0.592,-0.507
5.132,1.385,-5.258,0.377,-0.384,-0.895,0.327,-0.547,-0.134,-0.004
4.904,1.251,-4.999,-0.671,0.809,0.997,-0.072,0.308,-0.578,-1.949
0.196,-0.265,-0.085,-0.281,0.617,1.109,0.888,0.596,0.453,-3.229
5.372,1.289,-6.745,0.206,0.488,1.3,0.21,0.209,-1.507,-0.822
-0.291,1.594,-1.664,0.384,0.515,-0.588,0.492,0.879,0.636,-1.957
-0.095,3.11,-4.99,-0.276,1.419,-0.621,1.591,0.097,0.881,-1.116
-0.436,0.358,-0.409,-0.001,-0.554,2.939,-0.589,-0.246,-0.513,-0.549
2.266,0.496,-0.568,0.321,0.085,0.348,0.1,0.71,-3.25,-0.509
1.788,5.509,-4.562,-0.612,-0.679,-0.906,0.183,0.12,-0.111,-0.73
5.565,1.457,-6.766,0.606,0.118,0.823,-0.328,-0.491,-0.821,-0.164
-1.412,0.875,-3.415,-1.521,-0.086,0.047,-2.067,-0.352,7.953,-0.021
0.017,-0.942,-1.064,1.362,0.334,1.078,-1.664,-0.115,1.27,-0.277
1.024,3.93,-2.731,-0.371,0.163,-1.097,1.158,2.049,-3.748,-0.379
0.225,1.846,-0.638,1.15,-0.403,1.091,0.171,1.463,-3.752,-1.152
0.538,-0.605,-0.842,0.646,-0.095,0.555,1.732,-0.089,0.095,-1.934
1.242,0.785,0.875,0.822,-0.054,-0.411,1.226,0.59,-3.899,-1.177
-0.68,0.587,-0.788,1.809,-0.446,0.401,0.744,0.211,-1.593,-0.245
-0.368,1,-0.689,0.164,-0.561,0.728,0.481,-0.274,-0.36,-0.12
0.323,-0.208,-0.1,0.862,-0.861,0.364,-1.428,0.489,0.795,-0.235
5.211,1.2,-6.579,1.262,-0.484,-0.086,-0.277,0.753,0.166,-1.167
0.453,0.15,0.353,-1.096,0.535,-0.814,0.281,0.1,0.454,-0.416
4.903,0.704,-7.979,-0.357,0.189,1.295,0.909,0.161,0.275,-0.1
1.694,-0.729,-3.151,0.973,0.483,0.166,-1.145,0.811,0.987,-0.089
-0.382,0.756,-0.796,-0.055,-0.326,-0.519,0.926,-0.151,1.408,-0.861
0.618,0.634,0.579,0.057,1.905,-0.844,-0.644,-0.366,-0.064,-1.874
0.697,4.825,-7.643,1.539,-0.59,0.998,1.568,-0.417,-0.087,-0.89
0.682,3.559,-3.161,-1.012,0.724,0.979,0.503,-1.053,-0.534,-0.688
-0.826,0.45,-0.953,-0.416,0.793,0.275,0.312,2.104,0.42,-2.159
-0.594,1.052,-1.393,1.254,0.252,-0.419,-0.518,1.588,-0.111,-1.111
0.3,0.675,0.238,0.519,2.173,0.826,-0.671,0.643,-4.489,-0.212
0.021,0.901,-0.152,1.38,-0.78,0.875,1.233,-1.073,0.765,-3.17
1.406,4.37,-2.604,-0.613,0.646,-1.398,0.398,-0.309,-1.266,-0.63
