1.463,5.494,-6.5,0.107,0.925,0.425,-0.572,-1.639,-0.229,2.01,-1.029,-0.233,0.004,-0.1,-0.126
1.046,5.233,-7.409,-1.341,0.684,0.484,0.104,-0.742,-0.538,1.356,1.496,-0.545,0.742,0.116,-0.686
0.722,-0.937,-1.836,0.595,0.651,-1.25,-1.039,1.336,0.385,0.421,-0.105,1.532,-0.93,0.543,-0.087
1.184,4.592,-4.323,-0.502,-0.23,-0.702,1.335,1.633,0.016,-1.482,0.811,0.385,-0.786,-0.578,-1.352
-0.418,1.005,-0.957,1.347,-0.395,0.194,0.117,0.127,0.473,1.193,-0.681,-0.681,1.082,-0.701,-1.707
1.265,0.293,0.179,1.022,-0.551,-1.361,-1.224,-0.44,0.127,1.829,-1.048,1.292,-0.633,0.315,-1.066
3.362,0.596,-2.696,-0.841,2.602,-0.659,0.143,0.47,-1.654,0.53,-2.093,0.241,-0.769,0.932,-0.163
0.311,2.659,-1.87,0.624,-0.136,-0.762,-1.943,0.217,-0.222,1.969,-0.403,-0.292,-0.315,0.655,-0.493
-0.572,-0.648,-0.745,-0.809,-0.546,0.893,0.079,-1.047,0.212,0.707,0.869,1.269,-0.229,0.731,-0.164
0.218,0.814,0.229,1.021,0.303,1.195,-0.973,0.633,0.233,-1.166,0.709,0.176,-0.686,-2.3,-0.407
0.01,1.984,-1.298,-0.764,0.291,0.793,0.545,-0.299,0.827,-0.701,0.603,0.445,-0.621,-0.806,-1.009
-0.819,0.473,-1.018,0.58,0.511,-0.175,0.793,-1.247,0.245,1.489,-0.611,-0.377,0.663,-0.408,-0.1
0.346,0.736,0.58,-0.717,-0.574,-1.773,0.144,-0.369,-0.45,-1.26,1.479,0.76,1.845,1.946,-2.692
1.968,6.11,-6.533,0.725,-0.58,0.64,0.968,0.666,0.944,0.494,0.068,0.095,-0.412,-1.411,-3.742
4.249,0.372,-6.995,-0.781,0.966,-1.671,-1.209,-1.137,-1.766,-0.594,-0.448,-0.171,0.135,10.115,-1.065
2.706,0.643,-0.908,0.112,0.595,0.512,0.445,-0.059,-1.147,-0.328,-0.574,1.248,-0.671,-1.302,-1.272
1.685,4.019,-0.476,0.254,0.589,1.346,1.546,-0.011,0.296,0.159,0.589,-0.444,1.246,-5.883,-4.916
0.767,3.169,-1.731,1.414,-0.305,-1.496,0.764,0.225,-0.753,-0.766,-1.159,-0.228,-1.174,1.337,-0.064
0.291,4.336,-7.71,-0.225,1.522,1.625,0.852,-2.075,-2.302,1.031,0.371,0.543,0.753,1.584,-0.595
0.33,2.566,-1.644,0.054,0.064,-0.459,-1.201,-0.286,0.502,0.955,0.304,0.317,-0.02,-1.397,-0.085
0.35,2.72,-1.908,0.058,0.002,0.165,-0.085,1.104,0.448,-0.218,-0.648,0.785,-1.749,0.078,-1.101
3.415,0.392,-3.528,0.834,0.787,-1.012,0.178,-0.34,0.833,-0.879,0,-0.527,0.051,-0.12,-0.083
2.65,-0.36,-4.444,0.217,-1.914,0.147,1.233,0.429,-0.812,2.637,-1.675,1.195,0.969,1.82,-2.093
3.653,0.679,-3.028,0.331,0.087,0.369,-0.158,-1.6,1.327,-1.669,-0.362,0.595,-0.518,0.397,-0.103
0.201,1.724,-0.522,0.079,-0.542,0.589,-1.329,-0.64,-0.253,-0.526,0.9,-0.326,-0.907,2.108,-0.556
-0.166,1.729,-1.319,-0.568,-0.638,0.813,0.3,-1.097,-0.564,0.006,0.078,1.751,0.166,0.218,-0.709
