-0.639,2.006,-3.541,0.547,0.997,0.084,1.895,0.836,0.66,-2.343,-0.658,0.514,-0.16,1.251,-1.45
-0.659,0.253,-0.86,-0.708,0.328,1.312,-0.893,-0.917,0.099,0.372,-0.55,0.25,1.79,0.305,-0.122
-0.539,-0.113,-0.511,0.801,1,-0.826,1.802,-0.277,0.349,-1.583,-0.85,0.596,0.033,0.353,-0.232
5.397,1.645,-5.135,-0.608,-0.175,0.428,-0.41,1.208,0.507,-0.415,0.908,-0.356,-1.835,-0.098,-1.06
1.948,-0.027,-1.411,3.003,-0.964,-0.095,2.174,-0.247,-1.423,-0.504,-0.285,0.406,0.952,-1.35,-2.178
1.854,-0.113,-1.612,-0.028,1.37,-0.507,-0.376,0.439,-1.543,0.341,-0.079,-0.387,0.467,0.62,-0.445
0.514,3.082,-2.19,1.054,-0.37,-0.097,0.603,-1.272,-1.31,0.741,-0.687,0.346,0.542,-0.087,-0.869
0.098,-0.445,-0.238,-0.564,0.39,-0.169,1.247,0.733,0.386,-0.974,-0.413,1.338,1.692,-0.921,-2.161
2.792,0.272,-2.379,0.689,-0.841,-0.856,0.137,-2.907,-0.151,0.053,-0.342,0.289,1.612,2.148,-0.517
-1.705,-2.216,-2.16,-0.039,0.093,-0.003,1.069,1.117,1.283,-0.306,0.912,0.196,1.568,0.281,-0.09
1.914,-0.562,-3.027,1.834,-1.166,0.513,1.398,-0.513,-0.037,-0.073,2.342,-0.349,-0.735,-1.141,-0.398
1.278,4.184,-2.555,0.686,0.157,-0.988,-0.243,-1.04,-0.594,-0.01,1.521,0.369,-0.764,-0.856,-1.143
2.543,0.104,-2.32,-1.054,-1.369,-0.664,0.197,0.979,-0.689,1.681,0.284,0.593,0.834,-0.692,-0.426
0.466,0.195,0.549,-0.911,-0.419,1.8,0.396,-0.499,-0.395,-0.22,1.467,-1.657,0.158,-0.13,-0.8
1.018,3.941,-2.961,-0.61,-0.629,-0.516,0.739,-1.219,0.03,0.035,-0.082,0.914,-0.008,-0.208,-0.442
-0.057,1.781,-1.176,1.891,0.068,-1.631,0.798,-1.245,0.591,-0.877,0.946,-0.365,1.085,-0.351,-1.458
3.21,-0.295,-5.88,1.105,0.24,0.313,-0.783,-1.165,-0.042,1.994,0.111,0.116,0.719,0.601,-0.244
