1.824,5.701,-5.505,1.847,0.612,-0.495,0.383,1.029,-4.472,-0.923
0.462,3.473,-3.409,0.329,-1.527,1.483,0.331,-0.197,-0.631,-0.315
0.867,0.03,-0.045,-0.017,-0.577,0.084,1.903,-1.32,-0.296,-0.63
-0.457,2.144,-3.104,0.194,-0.893,1.08,2.059,0.306,-1.317,-0.011
1.168,-0.152,-0.449,0.116,1.199,-0.174,-0.015,-0.163,-0.549,-0.981
4.851,1.4,-4.234,2.764,0.545,0.159,0.456,-0.297,-4.356,-1.289
-0.001,-0.101,0.095,0.766,0.079,-0.806,-0.073,1.059,-0.032,-0.987
-0.332,-0.782,-0.675,2.157,0.777,0.144,-1.247,0.8,-0.811,-0.031
0.268,3.586,-4.809,-0.457,-0.359,-0.338,1.67,-0.108,0.907,-0.361
1.41,0.006,-0.375,-1.324,0.008,-0.013,0.763,0.528,-0.887,-0.114
4.226,0.813,-4.758,0.318,0.052,-0.733,1.274,-0.037,-0.407,-0.748
1.624,0.381,-0.109,-1.546,1.119,-0.857,-0.565,0.207,-0.13,-0.125
0.047,2.063,-1.516,0.002,0.324,0.589,-0.134,0.359,-0.507,-1.225
-2.325,-1.665,-2.206,-1.954,-0.534,-1.231,-1.208,-1.419,12.77,-0.229
2.62,-0.462,-4.668,-1.313,0.152,0.417,1.656,-0.984,3.19,-0.609
0.695,3.378,-2.385,-0.832,0.697,0.591,-0.502,-0.393,-0.641,-0.609
0.608,-0.113,-0.163,0.146,0.21,-0.171,1.462,0.723,-0.618,-2.085
3.111,-0.55,-7.04,-2.978,-1.541,-0.945,-1.085,-1.84,13.671,-0.802
-0.194,2.215,-2.517,-1.231,1.57,0.223,1.521,0.038,-0.498,-1.126
-0.079,0.186,0.021,-1.361,0.805,-0.123,-0.112,1.185,-0.208,-0.313
2.242,-0.442,-3.364,-0.459,1.44,-1.432,1.091,0.032,1.039,-0.146
3.626,1.115,-1.727,0.486,-0.324,0.577,-0.017,0.486,-3.226,-0.996
5.407,1.247,-7.293,1.168,-0.054,-0.045,0.847,0.731,-0.782,-1.225
4.936,1.875,-2.251,1.999,-1.153,1.333,1.439,-0.277,-6.486,-1.415
-0.251,0.877,-0.416,0.791,0.643,0.692,-0.489,-2.018,0.298,-0.126
1.854,-0.306,-2.129,-0.806,1.153,-1.171,0.733,1.411,-0.293,-0.447
5.711,1.885,-5.178,1.183,-2.088,0.288,-1.455,-0.452,0.338,-0.232
0.405,2.747,-1.851,0.583,0.129,-0.728,-1.915,0.255,0.381,-0.007
0.434,0.445,0.621,0.867,0.815,-0.255,-1.149,0.337,-1.672,-0.444
5.071,7.498,2.588,5.492,6.473,5.634,4.09,4.92,-41.478,-0.288
4.823,0.877,-6.69,1.437,1.164,-0.593,-1.164,0.643,0.329,-0.825
1.79,5.596,-5.308,-1.217,-0.621,-0.548,0.708,0.812,-0.484,-0.73
4.661,0.885,-5.778,0.907,0.985,1.491,-2.029,-2.06,1.28,-0.343
5.45,1.569,-5.691,0.5,-1.651,-0.531,-0.172,-1.32,2.349,-0.502
-0.329,1.909,-2.566,-0.652,-1.454,0.411,0.667,1.794,0.279,-0.058
1.353,-0.353,-1.313,-0.945,1.673,0.214,0.986,-1.798,0.448,-0.265
0.076,3.709,-6.12,0.758,0.577,-0.197,-0.218,-0.194,3.445,-1.836
0.62,2.577,-0.821,-0.143,0.341,1.325,0.684,-1.006,-0.947,-2.629
0.898,4.632,-5.757,1.55,1.926,-0.458,-0.204,-0.176,-0.39,-2.021
1.418,-0.307,-1.426,-1.826,-0.159,1.096,-0.053,1.527,0.252,-0.523
1.82,0.414,0.146,1.354,-1.539,0.28,-1.766,0.572,-0.696,-0.585
-0.191,-0.586,-0.509,2.05,1.466,0.932,-0.34,-0.036,-0.861,-1.924
5.062,7.957,1.295,4.31,4.066,3.073,3.737,3.326,-32.811,-0.016
3.438,0.56,-2.928,0.794,0.993,-1.582,-1.426,-0.312,4.308,-3.845
0.573,-0.863,-1.511,0.564,0.213,2.219,1.538,-0.256,-1.898,-0.579
4.007,1.037,-2.77,1.685,-1.177,1.067,-0.696,1.457,-1.061,-3.549
1.404,5.301,-6.057,-0.204,0.351,0.876,-0.633,0.114,0.537,-1.688
-1.245,-0.897,-1.302,-1.432,-1.094,-0.136,0.062,-1.831,8.206,-0.33
1.065,-0.854,-2.218,-0.578,0.727,-1.001,0.875,0.588,1.574,-0.177
2.308,0.328,-1.222,0.517,-2.185,-0.412,1.284,0.232,-0.445,-0.405
2.126,6.344,-6.331,1.027,-0.007,-0.078,0.217,0.347,-3.152,-0.493
5.489,1.741,-5.011,0.239,-0.652,0.496,-1.587,-1.383,1.052,-0.385
0.199,-0.412,-0.45,-0.243,-0.624,-0.281,-0.366,1.727,0.591,-0.142
4.217,0.959,-4.068,1.461,0.482,-0.012,0.205,0.739,0.33,-4.312
5.771,1.629,-6.808,0.392,1.478,-0.282,-0.185,0.572,-1.559,-1.009
-0.714,1.771,-3.367,-0.737,-1.526,1.611,0.694,2.133,1.028,-0.894
2.067,-0.154,-1.931,0.154,-0.074,-0.522,-0.014,0.664,0.898,-1.089
1.333,-0.081,-0.738,-0.207,0.428,-0.659,-0.757,-1.022,2.555,-0.853
3.839,0.645,-3.887,1.72,-0.136,-0.09,-1.271,0.956,-0.564,-1.213
1.399,-0.643,-2.152,1.098,0.593,0.155,0.018,-0.915,0.769,-0.321
1.334,0.494,0.27,-0.535,0.201,-0.709,-0.363,1.744,-1.478,-0.957
1.936,5.284,-3.232,-1.458,-2.411,0.89,0.377,-0.899,0.215,-0.702
0.273,3.363,-4.039,1.65,-1.037,-0.13,1.026,-0.389,0.041,-0.758
-0.255,1.198,-0.88,1.024,-0.276,-0.473,-0.632,-0.199,0.65,-0.157
0.465,-0.767,-1.217,0.779,0.081,0.063,0.813,-0.21,0.12,-0.128
1.293,1.306,1.211,-0.889,-1.104,0.569,-0.953,2.144,-0.777,-2.8
2.062,5.989,-5.388,1.519,-0.192,0.019,-1.128,1.024,0.108,-4.013
0.828,-1.003,-2.101,1.796,-1.787,-0.525,-1.347,-1.374,5.522,-0.008
1.813,0.191,-0.638,-0.542,0.016,0.499,-0.15,-0.098,-0.44,-0.652
1.912,1.924,-2.053,2.118,0.188,-0.993,-0.144,-0.017,-1.863,-1.071
1.751,1.195,-2.748,-0.715,0.168,1.34,-0.183,-0.627,-0.04,-0.142
1.679,1.079,-2.501,-0.55,-0.072,2.742,-1.185,-0.716,-0.081,-0.395
2.234,0.753,-2.986,-1.318,0.32,-0.223,-0.347,0.468,1.39,-0.291
