-0.483,2.229,-3.563,0.811,0.051,0.441,1.012,0.881,-0.062,0.7,1.086,1.93,-0.707,-4.068,-0.26
4.529,1.398,-2.969,-0.03,-2.572,0.425,0.167,-0.205,-0.7,0.902,0.118,-1.253,-0.07,0.565,-0.305
-2.246,-2.311,-2.151,-1.631,-1.322,0.352,-0.253,-1.7,-1.823,-1.243,-0.666,-2.165,-2.736,21.28,-1.386
-0.03,1.947,-1.483,1.436,0.586,-1.568,0.528,-1.86,-1.425,0.001,-0.137,0.656,-0.135,1.557,-0.073
2.448,0.447,-1.037,-0.356,1.893,-0.046,0.778,-0.705,-0.639,0.16,-1.083,-1.08,-1.093,0.408,-0.096
3.518,-0.165,-6.609,1.528,-0.578,1.226,-0.233,0.056,-1.105,1.056,-0.075,0.448,0.295,0.714,-0.077
-0.328,1.358,-1.228,-0.733,-1.812,2.286,0.499,-0.893,1.179,0.062,-1.522,3.226,-1.837,-0.048,-0.209
-0.503,-0.34,-0.285,-0.284,0.547,0.71,2.167,0.307,0.045,-0.386,-0.168,-0.895,0.193,-0.809,-0.299
0.329,0.929,0.273,-0.16,0.738,-0.92,0.885,0.858,0.135,0.356,0.232,0.062,-0.556,-1.333,-1.826
-0.079,0.303,0.184,-0.285,0.841,0.175,1.203,-0.069,1.647,-1.254,-0.207,-0.235,-0.836,-0.541,-0.849
5.111,1.441,-5.137,-1.345,-0.874,0.712,-0.064,0.424,0.55,-0.624,-0.357,0.828,-1.028,0.392,-0.028
1.599,-0.227,-1.305,-0.046,-0.063,-1.043,2.088,1.327,-1.462,0.037,-0.742,1.33,0.183,-1.626,-0.049
0.524,2.012,-0.064,0.705,0.325,-0.471,-0.165,-0.138,0.422,-0.39,-0.037,0.047,0.048,-2.511,-0.306
3.779,0.894,-3.051,1.245,-1.452,0.134,-2.554,-1.688,1.15,0.466,0.176,-1.547,0.744,2.118,-0.415
-0.421,-1.071,-1.01,-0.359,-1.003,0.31,-1.831,-0.079,-0.733,1.636,-0.719,0.91,1.231,3.4,-0.261
