2.915,0.644,-1.286,-1.55,0.264,0.517,-0.371,0.339,-0.293,-0.559,0.792,-1.955,2.132,0.269,-1.859
2.117,6.272,-6.289,-1.679,-0.601,0.204,1.001,1.313,0.948,-0.512,-0.554,-1.492,-0.814,0.168,-0.081
1.012,-0.275,-0.644,0.399,-0.04,1.243,-0.336,-1.641,1.51,0.929,-1.409,1.105,0.185,-0.877,-1.161
-0.161,1.54,-1.007,0.067,0.46,-2.255,1.796,0.332,-0.551,-1.447,0.935,1.148,0.12,-0.011,-0.965
1.248,3.022,0.214,-1.428,0.479,-1.274,0.067,-1.356,0.096,0.55,-0.275,0.475,0.407,-1.509,-0.714
0.707,1.608,0.734,-1.32,-0.958,-0.502,-1.377,0.207,-1.055,1.308,0.369,-0.618,0.742,1.408,-1.255
-0.078,-0.396,-0.531,0.208,-0.771,0.211,-0.496,0.327,-0.283,0.424,-0.168,1.571,-0.397,0.402,-0.023
-0.71,1.004,-1.771,-1.022,0.564,1.147,1.158,0.221,-2.912,-1.219,0.196,1.098,-0.813,3.46,-0.402
0.088,-0.109,0.016,0.277,-0.338,-0.478,-0.877,-0.529,1.658,1.199,0.188,1.945,-0.994,0.379,-2.426
0.122,0.772,0.183,-0.569,0.332,-1.372,0.186,-0.563,-0.698,2.021,0.282,-1.071,2.418,0.137,-2.179
1.105,4.54,-4.326,1.175,1.012,1.372,-1.082,-1.415,-0.633,1.019,1.504,-1.287,-2.101,-0.644,-0.239
1.646,0.252,-0.098,-0.944,0.188,1.018,-1.534,-0.604,-1.964,0.113,-0.22,2.483,0.906,0.97,-2.21
0.098,3.897,-6.901,-0.105,0.343,-0.158,-0.182,0.137,0.331,-0.196,-0.301,-1.225,-0.626,5.339,-0.451
2.742,0.046,-3.088,1.209,1.683,0.975,-0.284,-2.257,0.551,-0.708,-0.922,0.213,-0.203,0.582,-0.537
0.818,0.522,0.659,-1.05,0.021,-0.311,1.587,0.9,-0.719,-0.745,-1.267,0.433,0.275,-0.342,-0.781
1.83,-0.46,-2.498,0.615,-0.359,-1.031,-1.062,1.217,-0.247,1.107,-0.614,1.127,-0.553,1.383,-0.455
0.08,3.397,-5.146,-0.049,-1.263,-0.009,0.751,1.011,0.751,-0.865,0.944,0.898,-0.509,0.074,-0.066
0.73,2.537,-0.421,1.646,-0.795,-0.023,0.403,-0.315,-1.167,0.185,-1.368,0.191,0.456,-1.587,-0.471
0.755,0.395,0.418,-0.351,-0.17,0.646,-2.064,0.247,0.348,-0.553,0.312,0.341,0.901,-0.083,-1.141
3.911,1.105,-2.198,-0.266,1.082,-1.116,0.491,-1.513,-0.084,0.494,-0.142,-0.678,-1.333,1.134,-0.887
0.927,-0.168,-0.271,-0.744,1.161,-1.395,-0.2,-0.092,0.216,-0.333,-0.169,0.491,-1.333,2.87,-0.961
2.934,-0.148,-4.455,1.304,-1.193,1.217,1.34,-1.673,-1.027,1.091,-0.906,0.084,0.804,0.729,-0.1
-0.511,0.226,-0.56,-1.545,0.764,-0.209,0.009,-0.799,-1.393,-0.555,-0.445,1.456,-1.02,5.205,-0.622
0.073,-0.316,-0.129,1.891,-1.581,-0.547,1.946,0.757,-1.143,0.815,3.496,-0.034,-1.087,-4.101,-0.039
-0.495,1.854,-2.658,-0.197,2.119,0.249,0.59,-0.096,2.423,-0.934,-0.219,0.434,-1.071,-0.036,-1.962
0.071,1.593,-0.696,1.099,0.019,1.209,-1.447,0.456,1.91,0.43,-0.379,0.287,-0.166,-4.096,-0.29
2.445,0.075,-2.001,-0.896,0.796,-1.076,0.077,1.896,-0.914,-1.033,0.096,0.393,0.222,0.071,-0.151
1.62,0.607,0.257,-1.518,1.135,0.839,0.007,-2.304,-1.334,0.718,0.678,-0.819,0.527,0.286,-0.7
1.249,4.722,-4.349,0.025,1.207,-1.292,-1.387,-0.613,-0.428,1.845,-1.526,0.006,-0.44,1.581,-0.6
2.408,-0.511,-4.03,1.806,-0.623,-0.023,-1.676,1.83,0.171,0.817,0.728,-0.113,0.577,0.795,-2.157
