0.533,2.14,-0.322,-1.126,0.757,1.945,-1.033,-0.233,-0.306,-0.531,0.837,1.016,0.86,-3.852,-0.685
0.862,4.005,-3.469,-0.96,-0.303,-0.199,-0.553,-0.922,-0.363,0.749,0.288,0.927,-0.107,0.069,-0.026
-0.095,0.764,0.049,0.161,-0.022,1.63,-1.381,-1.143,0.971,0.078,-0.271,0.617,0.725,-0.295,-1.788
0.809,1.353,0.791,0.567,0.559,-0.938,0.404,0.248,0.636,3.717,0.478,-0.175,0.138,-6.616,-1.973
0.948,-0.684,-1.474,-1.073,-1.842,-0.301,-0.213,-0.751,-1.214,0.147,-0.345,-0.576,-1.623,10.667,-1.666
-0.03,2.082,-1.67,1.615,0.348,1.603,0.914,1.759,-1.05,0.422,-0.858,-0.333,0.416,-4.904,-0.316
0.006,1.799,-1.047,-0.205,0.04,1.389,-0.605,0.873,-0.166,-2.295,-0.299,-0.144,1.029,-0.236,-0.137
0.778,4.794,-7.094,1.312,-0.18,-0.159,-1.797,1.754,0.329,-0.225,1.764,1.224,0.204,-2.674,-0.031
-0.29,1.026,-0.892,0.183,0.39,0.018,3.211,-0.574,1.099,-0.962,-0.649,1.266,0.332,-4.037,-0.119
3.702,0.393,-4.373,0.506,-1.154,-0.807,0.014,1.265,-0.279,-0.916,-0.765,1.56,1.344,1.232,-1.721
0.147,1.798,-0.748,0.38,-0.574,0.516,0.201,-1.477,0.135,-0.79,1.483,0.485,-0.668,-0.455,-0.434
1.302,-0.334,-1.077,-1.09,-0.284,1.195,-0.347,-0.047,-2.449,2.248,2.013,0.635,-1.521,0.423,-0.668
6.029,2.185,-4.95,0.18,-0.569,-1.623,0.238,0.277,1.443,0.269,0.536,-2.049,-0.189,-0.705,-1.073
2.404,-0.273,-3.248,0.461,-0.409,-0.312,1.453,0.665,-1.577,-0.949,-0.27,0.324,-0.369,2.659,-0.558
0.085,-0.514,-0.454,-0.419,-0.734,0.32,-0.004,-0.562,0.04,0.981,0.36,0.009,1.063,-0.102,-0.07
0.915,-0.365,-0.591,0.453,1.212,-1.078,-1.219,1.615,-2.538,-0.993,0.979,0.424,-0.209,2,-0.604
1.014,4.843,-6.086,0.746,1.744,-0.585,0.929,-0.806,-1.127,0.185,1.955,0.837,-1.922,-1.627,-0.101
1.208,5.171,-6.426,0.133,-1.118,0.755,-1.03,1.233,-0.059,0.024,1.729,-1.589,-0.111,3.381,-3.301
0.441,-0.113,0.051,1.946,-0.805,-0.777,0.282,-1.736,1.374,0.072,0.15,1.603,-1.02,-1.207,-0.26
0.234,-0.192,-0.168,-0.45,0.396,-0.86,0.531,-0.467,-0.266,0.877,-0.422,0.155,1.103,-0.221,-0.25
1.403,-0.145,-0.944,0.379,0.75,-1.292,2.788,-0.239,-1.794,0.434,-0.205,0,-1.684,1.068,-0.52
-0.545,0.532,-0.56,0.145,-0.284,-0.263,-0.916,2.111,-1.543,1.436,-0.466,0.167,1.053,0.11,-0.979
0.607,1.442,0.481,-0.21,-1.255,-0.406,-1.035,0.793,-1.036,0.597,-0.563,0.897,-0.268,1.368,-1.412
0.051,0.243,0.021,-0.417,-0.518,-1.447,-0.322,0.257,2.038,0.254,-0.067,-0.974,-0.805,1.858,-0.173
0.427,1.675,0.228,0.317,-1.659,-0.897,-0.125,-0.313,-0.348,-1.001,-0.196,2.17,1.117,-0.091,-1.304
1.319,0.328,0.247,-0.035,1.039,0.453,0.345,-1.551,0.131,0.22,0.042,0.033,-0.518,-0.41,-1.645
0.276,3.642,-4.879,-1.999,1.172,0.131,-0.556,0.396,1.526,0.213,0.732,1.064,-0.445,0.478,-1.75
-0.546,1.282,-1.707,0.135,0.957,0.564,0.118,0.46,1.774,0.388,0.057,-1.219,0.615,-0.161,-2.718
1.102,4.995,-6.276,-0.125,0.244,-0.666,-0.35,0.304,0.247,-1.044,-0.231,-0.74,1.865,0.745,-0.07
0.151,2.943,-3.139,-0.521,-0.147,-0.232,0.435,0.137,0.4,0.53,-0.589,0.163,-0.103,0.524,-0.551
0.76,4.412,-5.623,-0.169,-0.255,0.207,-0.357,0.371,-0.191,-0.538,1.015,-0.19,1.707,1.841,-2.991
-0.462,-2.072,-2.855,-1.452,-2.626,-4.67,-1.026,-0.593,-3.12,-4.115,-2.814,-2.775,-2.78,31.704,-0.342
1.02,4.471,-4.58,-1.399,0.176,-0.375,-0.615,1.434,0.078,1.627,0.365,-0.014,0.656,-2.083,-0.761
0.622,-0.366,-0.291,-1.361,1.285,-0.173,-0.069,0.374,-0.191,1.097,-1.426,1.043,0.057,-0.156,-0.445
1.645,-0.669,-2.722,0.76,-0.817,-0.925,0.09,2.089,1.911,-1.351,0.185,-0.07,0.106,0.684,-0.916
-0.602,0.898,-1.219,0.263,-1.287,0.737,-0.818,-0.023,0.454,-0.435,0.136,0.291,2.447,0.594,-1.436
5.117,1.104,-6.676,-1.755,1.235,0.329,-1.084,1.56,1.694,0.097,-0.51,1.176,-1.34,-0.053,-0.894
2.052,5.802,-4.839,0.834,-0.948,-0.672,0.17,0.352,-0.029,-1.246,-0.088,0.218,0.334,-1.118,-0.822
0.709,4.275,-5.255,-0.034,0.851,-0.784,1.444,-0.466,-0.664,-0.509,-1.342,1.892,-0.094,2.599,-2.621
2.198,-0.221,-2.442,1.611,-0.719,0.918,0.373,1.652,0.558,-0.813,-0.73,1.266,-1.68,-0.301,-1.669
0.875,0.406,0.317,-0.974,0.352,-0.378,2.082,1.113,0.914,-1.644,0.522,-0.675,-0.362,-0.627,-1.921
-0.463,1.225,-1.33,0.616,1.266,-0.444,0.782,-0.37,-2.112,0.747,0.844,0.881,-0.384,-0.522,-0.735
-0.542,1.211,-1.532,-1.035,-0.372,-1.705,0.69,0.969,0.854,0.104,0.275,0.942,0.909,-0.331,-0.438
1.212,-0.766,-2.164,1.43,-1.4,1.389,-0.591,-0.054,0.523,1.184,1.677,-1.469,-0.762,0.613,-0.823
-0.643,0.252,-0.602,0.998,0.457,2.693,0.385,-0.545,0.24,-0.653,-2.822,-0.269,1.144,0.259,-0.895
0.396,0.975,0.557,0.345,0.165,-1.419,0.302,1.978,0.692,-0.786,1.46,0.211,0.555,-1.477,-3.953
0.151,-0.493,-0.512,1.486,0.03,-0.769,0.58,-0.56,-0.701,-0.958,-0.178,-0.636,-1.818,5.532,-1.152
-0.72,1.211,-1.953,1.534,0.028,0.328,-0.369,1.131,-0.436,-0.07,2.239,-0.834,-0.976,0.672,-1.785
0.451,1.431,0.446,-0.189,2.674,1.285,0.376,0.744,0.895,1.005,-0.257,2.871,1.956,-12.781,-0.908
-0.799,0.932,-1.875,-1.257,-0.707,0.886,1.533,-0.107,0.85,0.384,0.697,1.157,0.923,-0.735,-1.882
5.096,1.334,-5.33,1.609,0.576,0.827,-0.685,-1.129,-0.856,-1.632,0.727,0.566,-1.066,0.246,-0.283
-0.788,1.31,-2.443,-0.103,0.272,-0.06,-1.082,1.71,0.462,-1.923,-0.791,-0.004,1.078,2.449,-0.086
0.771,-0.884,-1.867,1.255,0.054,0.795,3.346,0.449,0.469,-0.904,1.182,-1.225,-0.435,-2.71,-0.297
-0.177,1.618,-1.339,1.696,0.757,0.255,-1.081,-1.792,2.867,0.107,-1.45,-1.44,0.028,0.707,-0.755
0.554,4.486,-7.024,3.03,0.756,-0.33,1.529,0.183,-1.022,-1.805,-0.75,1.107,-0.185,0.035,-0.564
-0.317,0.651,-0.314,-1.103,0.637,-0.185,-1.351,-0.799,0.261,-0.347,0.654,0.018,0.955,1.848,-0.608
-0.285,0.505,-0.246,-0.089,-0.219,-0.475,-0.522,-0.107,1.284,-1.149,0.506,-1.234,1.315,1.852,-1.137
-0.531,1.501,-2.088,1.457,-1.634,-0.118,-1.183,-1.062,1.807,-0.199,0.071,1.438,1.531,0.162,-1.153
-0.081,3.095,-4.553,1.295,-0.223,0.757,0.119,-1.848,1.189,-0.097,-0.129,-0.193,1.601,0.175,-1.104
-0.119,1.766,-1.521,-1.776,-1.606,1.354,1.184,1.253,0.2,0.999,-2.253,1.411,0.38,-0.926,-0.347
0.448,-0.927,-1.323,-0.063,-0.471,-1.01,-1.14,0.469,0.331,0.118,0.054,0.733,-0.865,3.772,-0.126
0.253,-0.514,-0.662,1.093,-0.417,0.523,-0.296,-0.297,-0.249,1.127,-0.632,-0.824,0.934,0.188,-0.225
4.13,0.867,-3.934,-0.82,0.148,-0.928,-0.714,1.238,0.951,-1.159,2.028,0.41,-1.612,-0.49,-0.115
1.179,3.445,-0.978,-0.294,-0.477,-0.965,-1.617,-0.258,0.15,0.569,-0.098,-1.981,1.623,0.433,-0.729
4.601,1.013,-5.104,0.99,-0,1.195,0.624,-0.355,-0.052,-1.166,-1.355,1.517,-0.859,-0.206,-0.843
0.045,0.632,0.044,-0.391,1.148,-0.037,-1.213,0.533,0.933,0.729,0.923,-1.74,-0.443,0.124,-1.286
3.499,0.452,-3.301,0.881,1.529,-0.022,0.585,0.018,-0.883,-0.007,1.28,2.651,-1.387,-4.26,-1.033
1.294,-0.612,-1.721,0.05,0.224,0.433,1.171,0.693,0.71,0.884,0.315,-0.787,-1.465,0.608,-1.796
1.289,-0.633,-1.858,0.215,1.754,0.632,0.383,-1.104,0.597,0.523,-0.409,0.491,-1.322,-0.557,-0
5.251,1.626,-4.457,0.92,1.97,-1.088,-0.665,-0.828,-1.065,-0.42,1.041,1.66,1.107,-3.216,-1.835
-0.434,0.282,-0.33,0.388,0.79,-1.104,1.096,0.589,-0.237,-1.703,0.639,1.19,-0.103,-0.544,-0.521
0.462,2.055,-0.331,-0.358,-1.091,0.583,-0.659,-0.798,1.166,-0.665,0.535,0.188,0.623,-0.139,-1.571
4.285,1.113,-3.417,-0.811,0.295,1.306,-1.564,0.146,-0.084,0.992,0.029,-1.34,0.868,-1.65,-0.169
0.623,2.98,-1.684,0.62,0.125,-0.186,0.547,-0.243,-1.355,-0.397,-0.091,0.621,-1.999,2.695,-2.256
0.141,-0.193,0.019,-0.246,1.213,-1.971,-0.084,-0.415,-0.369,-0.292,0.554,1.098,1.286,0.479,-1.221
-0.18,1.433,-0.968,0.595,1.182,-0.831,-0.95,0.367,-1.109,0.893,0.308,1.465,0.676,-2.803,-0.079
1.533,1.111,1.396,1.22,0.083,0.754,0.741,0.986,3.471,0.247,3.348,1.017,1.065,-16.002,-0.969
1.313,5.292,-6.578,1.263,1.008,0.314,-0.1,-0.36,-0.264,-1.08,2.171,0.236,-0.056,-2.628,-0.531
1.16,3.475,-1.014,0.89,-0.033,-0.265,-2.244,2.405,-0.761,0.372,-1.559,0.939,-0.465,-2.144,-0.755
-0.351,1.202,-1.157,1.124,0.222,-0.257,0.81,-0.94,0.305,-2.671,-0.94,1.3,-1.268,2.809,-0.189
1.323,0.887,0.765,0.334,-1.007,-0.092,0.075,-0.381,1.24,0.393,0.317,-0.042,-0.106,-3.083,-0.624
2.14,0.213,-0.91,-1.142,-1.314,-1.528,0.466,0.998,1.008,0.462,0.452,-0.587,0.943,0.287,-1.487
8.779,10.156,8.612,8.065,9.212,11.215,9.569,9.211,11.254,8.583,10.272,10.486,11.427,-124.461,-2.38
0.683,-0.093,0.193,0.11,-0.27,0.537,2.075,0.357,-1.547,-0.853,-0.526,-0.697,1.5,-1.201,-0.267
2.409,0.855,0.155,1.905,1.036,1.964,-1.225,0.294,1.647,-0.803,-0.148,0.413,0.788,-8.998,-0.291
1.8,6.012,-7.259,0.319,-0.478,-0.344,0.017,1.107,-1.429,-1.329,1.612,-1.587,0.392,1.401,-0.235
2.957,0.66,-1.332,-1.296,0.2,1.118,-1.511,0.038,1.487,0.468,-1.475,-1.496,0.444,-0.093,-0.168
3.316,-0.091,-5.589,0.249,-0.255,0.475,2.098,-0.043,0.067,-0.618,-1.803,0.505,-0.438,2.702,-0.575
-0.343,2.756,-4.589,3.236,-1.167,0.444,-1.475,0.482,0.067,0.122,-1.01,1.01,-0.422,3.025,-2.137
1.933,-0.591,-3.265,-0.363,0.463,-0.204,0.766,-0.145,-2.329,-0.325,0.533,1.423,-0.326,4.478,-2.046
5.942,1.926,-6.009,-1.405,-1.748,-0.68,-0.086,-1.513,-0.701,0.648,0.769,1.874,-0.656,2.173,-0.534
4.792,0.948,-6.261,0.15,-0.456,-1.719,-0.197,-0.343,-0.252,0.997,0.278,-2.466,-1.59,6.182,-0.062
0.281,2.944,-2.687,-0.029,1.789,-0.623,-0.817,-0.168,-0.593,0.043,0.506,0.112,-0.798,0.338,-0.298
0.29,1.188,0.192,-0.876,0.144,-0.83,1.174,-0.985,0.661,0.054,0.414,-1.187,1.072,-0.683,-0.627
1.051,3.162,-0.523,-0.837,-1.09,0.747,0.445,-0.189,-1.005,-0.05,1.377,-0.188,0.506,-2.222,-1.184
2.983,0.306,-2.685,2.322,0.275,-0.871,-0.281,-0.199,-2.459,-1.451,1.092,0.599,0.574,0.318,-0.525
0.421,-0.465,-0.706,1.944,0.158,0.954,-0.55,-0.001,0.324,0.005,-2.561,-0.84,0.118,1.305,-0.103
0.295,-0.091,0.171,0.38,0.136,-0.364,-0.7,0.737,2.141,-1.381,-0.391,0.282,0.842,0.492,-2.548
1.164,5.119,-6.447,2.361,-1.264,0.326,-0.799,0.122,-0.163,-0.392,1.448,-0.77,-0.344,0.01,-0.369
1.285,2.119,-2.127,0.6,-1.537,0.726,-0.355,-1.045,-0.091,-0.875,-2.029,1.828,1.401,0.698,-0.596
1.26,1.968,-2.286,1.378,-1.179,0.749,-0.058,0.906,-1.643,-0.777,0.359,0.175,-0.599,0.056,-0.308
2.015,1.993,-1.813,-0.737,0.598,1.686,0.305,-0.492,0.741,-0.513,0.599,0.352,-1.44,-2.948,-0.346
1.433,2.131,-1.431,0.696,-0.157,-0.189,0.532,-0.56,-0.651,-1.949,0.374,-0.204,0.224,0.808,-1.057
1.173,2.447,-2.118,-0.952,0.086,0.609,-1.873,-0.416,-0.699,-1.141,1.148,1.636,1.452,-1.336,-0.016
-0.177,1.06,-3.415,1.022,1.337,-0.107,0.039,0.561,-0.886,0.227,-0.834,1.065,1.424,-0.757,-0.558
2.651,1.994,-1.367,1.032,0.442,2.287,-0.013,-0.242,-0.458,-1.635,-1.102,0.604,1.261,-4.788,-0.666
0.693,1.077,-3.138,1.977,-1.076,-0.004,-0.595,-0.217,0.137,-0.56,0.954,2.422,-0.736,-0.293,-0.641
2.39,1.676,-1.678,-0.208,-0.332,-1.251,0.356,0.69,0.652,-0.452,-0.916,0.762,-1.228,0.318,-0.778
1.258,1.206,-2.684,1.345,1.554,0.22,-1.371,-0.588,0.056,-0.434,1.088,-0.039,0.143,0.134,-1.888
1.628,1.267,-2.39,-0.56,0.679,-0.362,-1.087,-0.828,-1.137,0.128,1.273,-0.031,1.192,0.434,-0.206
1.291,1.757,-2.597,-1.627,2.281,1.811,0.266,-2.31,-1.505,-0.953,-0.019,0.542,0.629,0.963,-0.529
0.354,0.176,-3.634,-1.994,-1.072,-0.787,-0.734,-0.196,-0.404,-1.543,-0.697,-1.611,-1.04,14.294,-1.112
1.414,1.251,-2.359,0.634,-1.224,-0.808,-0.412,-1.414,0.081,-1.227,0.586,1.426,-0.041,2.537,-0.444
1.416,1.549,-2.152,-0.374,-1.005,-0.582,-0.071,0.204,0.301,-1.079,-0.56,0.699,-0.223,3.178,-1.303
0.569,1.537,-3.462,-0.635,-0.31,1.218,1.267,0.532,-0.529,0.621,1.537,-0.746,-0.879,0.307,-1.029
2.146,1.591,-1.879,-1.587,1.614,0.707,-0.304,1.09,0.853,-0.89,0.388,-0.711,-0.386,-0.383,-2.25
1.765,1.642,-1.925,-0.897,0.607,0.114,0.152,-0.171,-0.841,0.499,-1.509,0.122,0.313,0.13,-0
2.412,2.266,-1.14,0.178,0.779,1.016,-0.185,-1.511,-1.05,-1.372,-0.13,0.345,-0.07,0.437,-1.974
0.754,1.378,-2.999,1.574,0.846,1.16,-0.054,-0.661,-0.239,-0.158,0.642,0.348,1.024,-1.799,-1.814
1.348,0.976,-2.547,0.769,-1.413,-2.891,0.025,0.82,1.237,1.652,1.451,0.383,-1.439,0.06,-0.431
