0.029,-1.062,-1.43,-0.245,-0.72,0.343,-0.082,1.182,-0.157,0.525,0.549,-0.29,0.886,0.644,1.23,-2.16,0.398,0.235,0.273,-0.149
2.881,0.582,-1.474,-0.512,-0.761,0.441,0.099,-0.626,1.183,1.113,-0.474,-0.219,0.577,-1.005,0.312,-0.572,-0.665,-0.269,-0.259,-0.351
5.639,1.875,-5.117,-0.302,-1.475,-0.038,-0.532,-0.797,0.337,-0.896,0.599,-0.245,1.532,0.366,0.549,-0.016,1.357,-0.718,-1.18,-0.939
-1.358,-0.351,-1.483,-0.239,-0.367,0.923,1.474,1.256,-1.532,1.449,2.23,-0.327,-1.352,-0.078,-0.325,1.877,-0.33,-0.309,-0.64,-0.519
2.799,0.544,-1.496,0.689,-0.252,-1.358,0.381,-0.928,1.097,-0.126,0.452,-0.505,3.001,-0.089,-0.611,-0.292,-0.867,-0.619,-1.244,-0.577
0.659,1.864,0.252,-0.935,-1.152,-0.948,-1.107,-0.887,1.091,0.322,-0.641,-0.421,-0.494,1.105,-0.859,0.647,-0.055,0.162,2.111,-0.714
-0.493,1.015,-1.105,0.3,-0.224,0.724,-0.102,-1.525,-0.195,-1.139,0.4,-0.818,-0.096,-0.438,-0.821,1.081,0.156,0.382,2.971,-0.074
1.903,0.373,-0.268,0.596,0.19,0.526,-1.564,-0.126,1.271,1.354,0.255,1.497,-0.412,-0.232,0.442,2.47,-0.279,0.194,-6.706,-1.483
-2.812,-2.314,-2.698,-1.93,-3.388,-1.92,-3.592,-1.898,-1.54,-2.617,-1.81,-1.787,-1.18,-1.203,-0.606,-3.41,-1.412,-1.498,42.259,-4.644
5.459,1.681,-5.155,0.358,1.927,0.189,-1.313,0.255,-1.019,1.028,-0.35,-0.558,0.049,1.024,0.617,-0.561,-2.607,0.27,-0.527,-0.768
0.038,2.522,-2.541,-0.799,0.467,0.967,0.567,-1.174,-0.259,0.606,-0.708,0.36,-1.305,0.301,0.354,1.752,-0.417,0.568,-0.687,-0.613
0.424,-0.916,-1.272,-1.804,-0.064,1.96,1.114,1.199,0.897,-0.225,-0.344,1.267,0.665,-0.436,-0.387,0.494,0.238,0.259,-1.896,-1.173
3.251,-0.155,-5.588,-0.894,0.311,-2.242,-0.973,0.015,-1.326,-1.278,-1.798,-1.193,0.062,0.514,-1.522,-0.102,-1.364,0.022,15.203,-0.944
0.92,4.4,-4.914,-0.098,-1.362,0.056,0.579,-0.977,-0.764,0.703,-0.726,-0.877,-0.258,-1.565,-2.587,-1.912,-2.483,-0.69,12.645,-0.089
1.254,4.92,-5.033,-0.054,-0.054,-1.035,-0.342,2.272,0.639,-0.151,1.906,-1.536,0.816,0.786,0.048,-0.17,-1.839,-1.926,-0.062,-0.438
0.972,5.009,-7.024,-1.202,-0.699,-0.152,0.066,1.076,-2.425,-0.128,0.545,0.796,0.028,0.47,-0.582,-0.611,0.914,1.36,2.427,-0.842
1.017,0.264,0.503,0.149,0.691,0.029,0.007,0.438,0.142,-2.091,0.133,1.122,-1.369,0.806,0.888,0.595,0.996,-0.584,-0.705,-3.033
2.461,-1.632,-9.938,-2.258,-3.048,-2.849,-2.835,-1.087,-3.675,-2.594,-4.433,-2.924,-2.62,-2.35,-3.414,-3.895,-2.507,-3.068,54.055,-1.39
