0.159,0.839,0.092,1.328,-2.419
5.271,1.184,-6.843,1.395,-1.007
-0.334,0.504,-0.303,0.965,-0.831
-0.434,3.423,-7.31,5.463,-1.142
1.716,5.671,-5.861,-0.902,-0.624
0.907,0.195,0.404,0.653,-2.159
-0.496,3.616,-8.953,6.237,-0.404
2.085,0.284,-0.706,-1.148,-0.515
-0.158,1.955,-1.727,-0.042,-0.029
-13.433,-13.494,-13.592,40.666,-0.148
1.789,-2.029,-8.99,10.541,-1.31
-0.169,0.283,-0.126,0.772,-0.759
6.055,5.117,4.916,-14.079,-2.009
-2.079,-0.443,-3.042,5.627,-0.063
0.577,-0.428,-0.378,0.332,-0.103
-0.089,0.99,-0.221,0.294,-0.973
2.6,-0.576,-5.126,5.463,-2.361
1.503,0.375,0.328,-1.777,-0.429
0.244,-0.02,-0.03,0.099,-0.293
-0.366,1.233,-1.367,0.706,-0.205
0.348,3.794,-5.017,1.074,-0.2
-0.747,2.071,-4.281,3.232,-0.275
-0.231,1.409,-1.038,0.674,-0.814
4.259,0.966,-4.189,-0.201,-0.835
4.984,1.074,-6.14,0.685,-0.602
9.407,5.761,-0.507,-14.293,-0.368
0.137,3.169,-3.97,0.814,-0.15
3.058,0.793,-1.288,-2.553,-0.01
2.124,0.209,-1.138,-0.201,-0.994
-0.389,1.568,-1.734,1.21,-0.656
-0.122,0.101,0.047,0.418,-0.444
-0.381,1.111,-1.154,0.488,-0.065
0.198,2.972,-3.059,0.108,-0.218
0.11,2.413,-1.832,0.632,-1.322
3.695,4.22,3.828,-11.363,-0.38
1.703,5.828,-6.677,0.933,-1.788
0.754,3.849,-3.807,-0.629,-0.167
0.086,0.249,0.044,0.275,-0.654
2.845,1.076,0.155,-1.834,-2.242
-4.711,-1.419,-9.63,16.361,-0.601
3.365,0.381,-3.486,-0.134,-0.127
0.603,-0.349,-0.386,1.178,-1.046
2.92,0.079,-3.266,0.368,-0.1
0.413,3.401,-3.589,-0.049,-0.177
2.254,-0.143,-2.656,1.379,-0.834
0.395,0.66,0.545,-0.419,-1.181
4.114,1.18,-2.74,-1.138,-1.416
4.258,1.287,-2.696,-2.173,-0.675
-1.337,-0.075,-1.5,3.7,-0.789
4.452,0.476,-7.251,3.626,-1.303
-2.011,-0.391,-2.765,6.021,-0.853
1.431,4.591,-2.996,-2.501,-0.525
-0.162,2.265,-2.708,0.619,-0.014
0.816,3.127,-1.399,-1.236,-1.308
2.379,0.088,-2.16,-0.092,-0.215
2.844,0.751,-0.715,-2.493,-0.387
