-0.5,1.786,-2.765,0.909,0.637,1.567,2.813,-0.367,-3.84,-0.24
5.427,1.349,-6.6,0.04,1.72,-0.421,-2.007,0.049,1.469,-1.025
-0.205,0.863,-0.1,0.13,-0.25,0.236,-0.87,0.42,1.852,-2.076
2.133,-0.284,-2.742,-0.113,0.098,1.214,0.549,0.168,0.02,-1.042
1.044,5.144,-7.229,2.042,1.048,0.743,-0.594,0.631,-1.907,-0.924
3.124,0.171,-3.606,0.71,0.999,-0.043,-1.826,2.316,-1.75,-0.096
1.129,2.259,0.859,-0.661,1.591,-0.149,1.708,2.168,-7.613,-1.29
2.221,0.379,-0.867,-0.355,-0.298,0.726,1.513,0.359,-3.398,-0.282
-0.082,-0.342,-0.381,0.92,0.938,1.488,-1.47,1.967,-1.56,-1.477
3.025,-0.197,-4.961,-0.489,1.381,0.437,0.18,-1.292,1.924,-0.009
0.475,1.612,0.31,-1.119,0.287,-0.745,-0.492,-0.649,0.369,-0.048
0.352,3.436,-4.115,-1.45,0.449,0.433,-0.951,1.627,0.559,-0.339
0.962,-0.541,-1.019,0.612,-0.52,0.632,0.84,-0.177,0.175,-0.964
-0.581,0.717,-1.164,0.818,0.983,0.322,-1.053,0.673,1.453,-2.167
0.728,4.551,-6.528,2.089,-1.552,-0.73,1.422,1.007,-0.68,-0.307
1.001,4.796,-5.818,-2.22,-1.852,-0.391,0.001,-1.956,6.578,-0.139
1.478,4.925,-3.991,1.261,1.597,1.317,2.11,0.208,-2.736,-6.168
2.08,0.458,-0.252,1.333,-1.273,2.236,0.105,1.626,-6.118,-0.194
-0.89,0.564,-1.368,0.455,-0.381,0.445,-0.513,0.147,1.692,-0.152
3.82,0.559,-4.312,1.958,-0.266,0.961,-0.236,-1.293,-0.384,-0.807
0.837,0.694,0.837,-1.131,-0.49,0.847,-1.856,0.284,0.358,-0.38
2.491,-0.007,-2.709,1.222,-0.245,-1.049,-0.996,0.451,0.851,-0.009
-0.172,-3.638,-9.219,-3.652,-4.759,-5.042,-3.473,-4.687,38.742,-4.1
0.554,-1.268,-2.548,0.251,0.408,1.026,0.71,1.458,1.054,-1.646
3.993,1.024,-2.966,0.479,-0.677,0.076,0.124,-2.252,0.998,-0.798
-0.017,2.728,-3.447,2.081,-0.349,-0.652,1.145,0.256,-1.725,-0.019
0.7,3.916,-3.918,0.058,-0.03,-0.788,-0.045,0.175,0.586,-0.653
2.935,0.471,-2.036,-0.725,-0.518,1.015,1.265,-0.435,-0.103,-1.87
